,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Year
246,247,László Bénes,SVK,MF,M'Gladbach,Bundesliga,20,1997,1,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
247,248,Nicolas Benezet,FRA,MF,Guingamp,Ligue 1,27,1991,25,18,"1,666",18.5,3,1,3,0,0,1,0,0.16,0.05,0.22,0.16,0.22,3.1,3.1,3.7,6.8,0.17,0.20,0.37,0.17,0.37,2018
248,249,Walter Benítez,ARG,GK,Nice,Ligue 1,25,1993,35,35,"3,150",35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
249,250,Ismaël Bennacer,ALG,MF,Empoli,Serie A,20,1997,37,32,"2,961",32.9,0,5,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,2.4,3.0,0.02,0.07,0.09,0.02,0.09,2018
250,251,Joe Bennett,ENG,DF,Cardiff City,Premier League,28,1990,30,30,"2,639",29.3,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,0.9,1.5,0.02,0.03,0.05,0.02,0.05,2018
251,252,Ryan Bennett,ENG,DF,Wolves,Premier League,28,1990,34,34,"3,060",34.0,1,0,1,0,0,12,0,0.03,0.00,0.03,0.03,0.03,1.0,1.0,0.8,1.8,0.03,0.02,0.05,0.03,0.05,2018
252,253,Yassine Benrahou,FRA,MF,Bordeaux,Ligue 1,19,1999,4,1,177,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.21,0.05,0.25,0.21,0.25,2018
253,254,Ramy Bensebaini,ALG,DF,Rennes,Ligue 1,23,1995,25,24,"2,152",23.9,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,1.1,2.0,0.04,0.04,0.08,0.04,0.08,2018
254,255,Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,23,1994,25,19,"1,792",19.9,3,0,0,3,3,4,0,0.15,0.00,0.15,0.00,0.00,3.1,0.8,0.9,1.6,0.15,0.04,0.20,0.04,0.08,2018
255,256,Rodrigo Bentancur,URU,MF,Juventus,Serie A,21,1997,31,21,"2,003",22.3,2,3,2,0,0,8,1,0.09,0.13,0.22,0.09,0.22,1.4,1.4,1.2,2.6,0.06,0.05,0.12,0.06,0.12,2018
256,257,Christian Benteke,BEL,FW,Crystal Palace,Premier League,27,1990,16,9,814,9.0,1,1,1,0,0,1,0,0.11,0.11,0.22,0.11,0.22,3.5,3.5,1.2,4.7,0.39,0.14,0.52,0.39,0.52,2018
257,258,Karim Benzema,FRA,FW,Real Madrid,La Liga,30,1987,36,35,"2,953",32.8,21,6,18,3,3,1,0,0.64,0.18,0.82,0.55,0.73,15.8,13.5,5.6,19.1,0.48,0.17,0.65,0.41,0.58,2018
258,259,Yassine Benzia,ALG,MF,Lille,Ligue 1,23,1994,2,2,160,1.8,0,1,0,0,0,0,0,0.00,0.56,0.56,0.00,0.56,0.2,0.2,0.6,0.8,0.12,0.33,0.46,0.12,0.46,2018
259,260,Domenico Berardi,ITA,FW,Sassuolo,Serie A,23,1994,35,32,"2,875",31.9,8,4,7,1,1,5,1,0.25,0.13,0.38,0.22,0.34,8.7,8.0,3.8,11.8,0.27,0.12,0.39,0.25,0.37,2018
260,261,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,28,1990,35,35,"3,120",34.7,2,2,2,0,0,8,0,0.06,0.06,0.12,0.06,0.12,1.3,1.3,1.6,2.9,0.04,0.05,0.08,0.04,0.08,2018
261,262,Álex Berenguer,ESP,MF,Torino,Serie A,23,1995,31,15,"1,486",16.5,2,3,2,0,0,4,0,0.12,0.18,0.30,0.12,0.30,1.2,1.2,4.7,5.9,0.07,0.28,0.36,0.07,0.36,2018
262,263,Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,26,1992,27,24,"2,200",24.4,0,2,0,0,0,6,1,0.00,0.08,0.08,0.00,0.08,0.2,0.2,0.7,0.9,0.01,0.03,0.04,0.01,0.04,2018
263,264,Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,27,1990,29,19,"1,752",19.5,3,6,3,0,0,2,0,0.15,0.31,0.46,0.15,0.46,3.1,3.1,3.2,6.3,0.16,0.16,0.32,0.16,0.32,2018
264,265,Markel Bergara,ESP,MF,Getafe,La Liga,32,1986,3,0,53,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
265,266,Robert Berić,SVN,FW,Saint-Étienne,Ligue 1,27,1991,23,12,"1,175",13.1,9,1,9,0,0,0,0,0.69,0.08,0.77,0.69,0.77,6.6,6.6,1.3,7.8,0.50,0.10,0.60,0.50,0.60,2018
266,267,Etrit Berisha,ALB,GK,Atalanta,Serie A,29,1989,18,18,"1,620",18.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
267,268,Valon Berisha,KVX,MF,Lazio,Serie A,25,1993,8,1,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.07,0.09,0.02,0.09,2018
268,269,Bernard,BRA,FW,Everton,Premier League,25,1992,34,25,"2,116",23.5,1,3,1,0,0,5,0,0.04,0.13,0.17,0.04,0.17,2.8,2.8,3.4,6.2,0.12,0.14,0.26,0.12,0.26,2018
269,270,Federico Bernardeschi,ITA,FW,Juventus,Serie A,24,1994,28,14,"1,473",16.4,2,3,2,0,0,5,1,0.12,0.18,0.31,0.12,0.31,3.5,3.5,2.8,6.3,0.21,0.17,0.39,0.21,0.39,2018
270,271,Bernardo,BRA,DF,Brighton,Premier League,23,1995,22,19,"1,752",19.5,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,1.2,1.6,0.02,0.06,0.08,0.02,0.08,2018
271,272,Paul Bernardoni,FRA,GK,Nîmes,Ligue 1,21,1997,38,38,"3,420",38.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,2018
272,273,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,25,1993,25,21,"1,836",20.4,1,2,1,0,0,6,1,0.05,0.10,0.15,0.05,0.15,0.7,0.7,3.4,4.2,0.04,0.17,0.20,0.04,0.20,2018
273,274,Antoine Bernede,FRA,MF,Paris S-G,Ligue 1,19,1999,2,2,169,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06,2018
274,275,Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,20,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
275,276,Ryan Bertrand,ENG,DF,Southampton,Premier League,28,1989,24,24,"2,160",24.0,1,0,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,0.9,0.9,2.2,3.1,0.04,0.09,0.13,0.04,0.13,2018
276,277,Daniel Bessa,ITA,MF,Genoa,Serie A,25,1993,34,25,"2,441",27.1,1,3,1,0,0,8,0,0.04,0.11,0.15,0.04,0.15,2.7,2.7,2.7,5.5,0.10,0.10,0.20,0.10,0.20,2018
277,278,Marcus Bettinelli,ENG,GK,Fulham,Premier League,26,1992,7,7,630,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
278,279,Louis Beyer,GER,DF,M'Gladbach,Bundesliga,18,2000,9,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.05,0.01,0.06,0.05,0.06,2018
279,280,Jonathan Biabiany,FRA,FW,Parma,Serie A,30,1988,18,12,"1,069",11.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.8,1.3,0.04,0.07,0.11,0.04,0.11,2018
280,281,Giulian Biancone,FRA,DF,Monaco,Ligue 1,18,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,2018
281,282,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,28,1990,25,20,"1,790",19.9,1,2,1,0,0,0,0,0.05,0.10,0.15,0.05,0.15,1.9,1.9,0.5,2.4,0.10,0.03,0.12,0.10,0.12,2018
282,283,Pedro Bigas,ESP,DF,Eibar,La Liga,27,1990,10,7,585,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07,2018
283,284,Lucas Biglia,ARG,MF,Milan,Serie A,32,1986,16,13,"1,114",12.4,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.6,0.9,0.02,0.05,0.07,0.02,0.07,2018
284,285,Philip Billing,DEN,MF,Huddersfield,Premier League,22,1996,27,25,"2,188",24.3,2,0,2,0,0,7,0,0.08,0.00,0.08,0.08,0.08,1.9,1.9,0.9,2.9,0.08,0.04,0.12,0.08,0.12,2018
285,286,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,25,1992,36,36,"3,194",35.5,1,4,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,1.6,1.6,5.3,6.8,0.04,0.15,0.19,0.04,0.19,2018
286,287,Davide Biraschi,ITA,DF,Genoa,Serie A,24,1994,34,32,"2,841",31.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.6,0.9,0.01,0.02,0.03,0.01,0.03,2018
287,288,Valter Birsa,SVN,MF,Cagliari,Serie A,31,1986,12,4,353,3.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.8,1.3,0.14,0.19,0.33,0.14,0.33,2018
288,289,Valter Birsa,SVN,MF,Chievo,Serie A,31,1986,17,12,"1,101",12.2,2,2,1,1,1,1,0,0.16,0.16,0.33,0.08,0.25,1.7,0.9,2.8,3.8,0.14,0.23,0.37,0.08,0.31,2018
289,290,Yves Bissouma,MLI,MF,Brighton,Premier League,21,1996,28,17,"1,774",19.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,1.0,2.7,0.08,0.05,0.14,0.08,0.14,2018
290,291,Leonardo Bittencourt,GER,MF,Hoffenheim,Bundesliga,24,1993,21,13,"1,069",11.9,1,3,1,0,0,1,0,0.08,0.25,0.34,0.08,0.34,2.5,2.5,1.4,3.9,0.21,0.12,0.33,0.21,0.33,2018
291,292,Alejandro Blanco,ESP,FW,Alavés,La Liga,19,1998,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
292,293,Rubén Blanco,ESP,GK,Celta Vigo,La Liga,23,1995,25,25,"2,250",25.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,2018
293,294,Ludovic Blas,FRA,MF,Guingamp,Ligue 1,20,1997,34,27,"2,372",26.4,1,6,0,1,1,5,0,0.04,0.23,0.27,0.00,0.23,3.1,2.3,2.5,4.8,0.12,0.10,0.21,0.09,0.18,2018
294,295,Pablo de Blasis,ARG,DF,Eibar,La Liga,30,1988,24,16,"1,520",16.9,2,0,2,0,0,2,1,0.12,0.00,0.12,0.12,0.12,1.1,1.1,2.1,3.2,0.06,0.12,0.19,0.06,0.19,2018
295,296,Pablo de Blasis,ARG,FW,Mainz 05,Bundesliga,30,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.06,0.09,0.15,0.06,0.15,2018
296,297,Jakub Błaszczykowski,POL,FW,Wolfsburg,Bundesliga,32,1985,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
297,298,Alexis Blin,FRA,MF,Amiens,Ligue 1,21,1996,27,25,"1,990",22.1,1,1,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09,0.3,0.3,0.4,0.7,0.01,0.02,0.03,0.01,0.03,2018
298,299,Danny Blum,GER,FW,Eint Frankfurt,Bundesliga,27,1991,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
299,300,Emmanuel Boateng,GHA,FW,Levante,La Liga,22,1996,16,7,699,7.8,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,1.7,1.7,0.1,1.7,0.21,0.01,0.22,0.21,0.22,2018
300,301,Jérôme Boateng,GER,DF,Bayern Munich,Bundesliga,29,1988,20,19,"1,693",18.8,0,2,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.8,1.4,0.03,0.04,0.07,0.03,0.07,2018
301,302,Kevin-Prince Boateng,GHA,FW,Sassuolo,Serie A,31,1987,13,11,938,10.4,4,1,2,2,2,1,0,0.38,0.10,0.48,0.19,0.29,3.7,2.2,0.9,3.0,0.35,0.08,0.44,0.21,0.29,2018
302,303,Kevin-Prince Boateng,GHA,FW,Barcelona,La Liga,31,1987,3,3,239,2.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.06,0.05,0.11,0.06,0.11,2018
303,304,Antonin Bobichon,FRA,MF,Nîmes,Ligue 1,22,1995,30,24,"2,153",23.9,7,2,7,0,1,2,0,0.29,0.08,0.38,0.29,0.38,2.7,1.9,2.3,4.2,0.11,0.10,0.21,0.08,0.18,2018
304,305,Yann Bodiger,FRA,MF,Toulouse,Ligue 1,23,1995,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
305,306,Mathieu Bodmer,FRA,MF,Amiens,Ligue 1,35,1982,26,10,"1,073",11.9,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,1.2,1.2,1.0,2.2,0.10,0.08,0.18,0.10,0.18,2018
306,307,Adam Bodzek,GER,MF,Düsseldorf,Bundesliga,32,1985,21,20,"1,596",17.7,0,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.8,0.9,0.00,0.05,0.05,0.00,0.05,2018
307,308,Jean-Paul Boëtius,NED,MF,Mainz 05,Bundesliga,24,1994,30,25,"2,127",23.6,4,7,4,0,0,8,0,0.17,0.30,0.47,0.17,0.47,3.2,3.2,3.6,6.9,0.14,0.15,0.29,0.14,0.29,2018
308,309,Sacha Boey,FRA,DF,Rennes,Ligue 1,17,2000,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
309,310,Jeremie Boga,CIV,FW,Sassuolo,Serie A,21,1997,25,14,"1,443",16.0,3,1,3,0,0,0,0,0.19,0.06,0.25,0.19,0.25,3.3,3.3,1.5,4.8,0.21,0.09,0.30,0.21,0.30,2018
310,311,Willy Boly,CIV,DF,Wolves,Premier League,27,1991,36,36,"3,167",35.2,4,0,4,0,0,2,1,0.11,0.00,0.11,0.11,0.11,2.7,2.7,0.9,3.7,0.08,0.03,0.10,0.08,0.10,2018
311,312,Léo Bonatini,BRA,FW,Wolves,Premier League,24,1994,7,0,135,1.5,0,1,0,0,0,0,0,0.00,0.67,0.67,0.00,0.67,1.4,1.4,0.2,1.6,0.92,0.12,1.04,0.92,1.04,2018
312,313,Giacomo Bonaventura,ITA,MF,Milan,Serie A,28,1989,8,8,646,7.2,3,1,3,0,0,0,0,0.42,0.14,0.56,0.42,0.56,2.4,2.4,0.8,3.2,0.34,0.11,0.45,0.34,0.45,2018
313,314,Daniele Bonera,ITA,DF,Villarreal,La Liga,37,1981,5,4,230,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
314,315,Gaëtan Bong,CMR,DF,Brighton,Premier League,30,1988,22,19,"1,808",20.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.00,0.02,0.03,0.00,0.03,2018
315,316,Kevin Bonifazi,ITA,DF,SPAL,Serie A,22,1996,27,26,"2,301",25.6,2,1,2,0,0,2,0,0.08,0.04,0.12,0.08,0.12,0.7,0.7,0.3,1.1,0.03,0.01,0.04,0.03,0.04,2018
316,317,Leonardo Bonucci,ITA,DF,Juventus,Serie A,31,1987,29,27,"2,472",27.5,3,0,3,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.7,1.7,0.8,2.5,0.06,0.03,0.09,0.06,0.09,2018
317,318,Fabio Borini,ITA,FW,Milan,Serie A,27,1991,20,10,"1,054",11.7,2,2,2,0,0,3,0,0.17,0.17,0.34,0.17,0.34,2.5,2.5,0.5,3.0,0.22,0.04,0.26,0.22,0.26,2018
318,319,Robin Bormuth,GER,DF,Düsseldorf,Bundesliga,22,1995,10,6,616,6.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.05,0.05,0.00,0.05,2018
319,320,Artur Boruc,POL,GK,Bournemouth,Premier League,38,1980,12,12,"1,080",12.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
320,321,Olivier Boscagli,FRA,DF,Nice,Ligue 1,20,1997,14,10,863,9.6,0,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,0.8,1.1,0.03,0.09,0.12,0.03,0.12,2018
321,322,Gabriel Boschilia,BRA,FW,Nantes,Ligue 1,22,1996,29,14,"1,319",14.7,4,4,4,0,0,1,0,0.27,0.27,0.55,0.27,0.55,4.1,4.1,2.5,6.5,0.28,0.17,0.45,0.28,0.45,2018
322,323,John Bostock,TRI,MF,Toulouse,Ligue 1,26,1992,16,10,984,10.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.7,0.01,0.05,0.06,0.01,0.06,2018
323,324,Denis Bouanga,GAB,FW,Nîmes,Ligue 1,23,1994,35,29,"2,633",29.3,8,2,8,0,0,5,0,0.27,0.07,0.34,0.27,0.34,7.2,7.2,2.8,10.0,0.25,0.10,0.34,0.25,0.34,2018
324,325,Zacharie Boucher,FRA,GK,Angers,Ligue 1,26,1992,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
325,326,Ryad Boudebouz,ALG,MF,Celta Vigo,La Liga,28,1990,11,8,717,8.0,1,2,1,0,0,2,1,0.13,0.25,0.38,0.13,0.38,1.0,1.0,2.1,3.1,0.13,0.26,0.39,0.13,0.39,2018
326,327,Ryad Boudebouz,ALG,MF,Betis,La Liga,28,1990,9,6,539,6.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.5,2.0,0.10,0.24,0.34,0.10,0.34,2018
327,328,Sofiane Boufal,MAR,MF,Celta Vigo,La Liga,24,1993,35,25,"2,085",23.2,3,3,3,0,0,6,0,0.13,0.13,0.26,0.13,0.26,2.8,2.8,3.8,6.6,0.12,0.16,0.28,0.12,0.28,2018
328,329,Nassim Boujellab,MAR,MF,Schalke 04,Bundesliga,19,1999,7,4,378,4.2,0,1,0,0,0,0,0,0.00,0.24,0.24,0.00,0.24,0.6,0.6,0.4,1.0,0.14,0.08,0.23,0.14,0.23,2018
329,330,Arnold Bouka Moutou,CGO,DF,Dijon,Ligue 1,29,1988,3,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02,2018
330,331,Yassine Bounou,MAR,GK,Girona,La Liga,27,1991,32,32,"2,861",31.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
331,332,Mehdi Bourabia,MAR,MF,Sassuolo,Serie A,26,1991,32,21,"2,010",22.3,1,0,1,0,0,8,1,0.04,0.00,0.04,0.04,0.04,2.1,2.1,1.7,3.8,0.09,0.08,0.17,0.09,0.17,2018
332,333,Benjamin Bourigeaud,FRA,MF,Rennes,Ligue 1,24,1994,34,28,"2,425",26.9,6,5,4,2,3,5,0,0.22,0.19,0.41,0.15,0.33,5.8,3.6,2.9,6.5,0.21,0.11,0.32,0.13,0.24,2018
333,334,Bilal Boutobba,FRA,MF,Montpellier,Ligue 1,19,1998,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.19,0.00,0.19,0.19,0.19,2018
334,335,Umut Bozok,TUR,FW,Nîmes,Ligue 1,21,1996,25,14,"1,235",13.7,2,3,2,0,1,1,0,0.15,0.22,0.36,0.15,0.36,3.5,2.7,2.1,4.9,0.26,0.16,0.41,0.20,0.36,2018
335,336,Filip Bradarić,CRO,MF,Cagliari,Serie A,26,1992,27,17,"1,494",16.6,0,2,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.8,1.2,0.02,0.05,0.07,0.02,0.07,2018
336,337,Robbie Brady,IRL,MF,Burnley,Premier League,26,1992,16,6,720,8.0,0,1,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,0.6,0.6,1.2,1.8,0.07,0.15,0.22,0.07,0.22,2018
337,338,Martin Braithwaite,DEN,FW,Leganés,La Liga,27,1991,19,16,"1,402",15.6,4,5,4,0,0,5,0,0.26,0.32,0.58,0.26,0.58,3.6,3.6,1.9,5.5,0.23,0.12,0.35,0.23,0.35,2018
338,339,Julian Brandt,GER,MF,Leverkusen,Bundesliga,22,1996,33,30,"2,666",29.6,7,11,7,0,0,0,0,0.24,0.37,0.61,0.24,0.61,7.9,7.9,9.0,16.9,0.27,0.31,0.57,0.27,0.57,2018
339,340,Darko Brašanac,SRB,MF,Alavés,La Liga,26,1992,24,17,"1,580",17.6,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.5,0.5,0.4,0.9,0.03,0.02,0.05,0.03,0.05,2018
340,341,Pedro Brazão,POR,FW,Nice,Ligue 1,15,2002,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.12,0.12,0.00,0.12,2018
341,342,Fabian Bredlow,GER,GK,Nürnberg,Bundesliga,23,1995,13,12,"1,128",12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
342,343,Josip Brekalo,CRO,FW,Wolfsburg,Bundesliga,20,1998,25,15,"1,415",15.7,3,3,3,0,0,2,0,0.19,0.19,0.38,0.19,0.38,2.2,2.2,1.6,3.8,0.14,0.10,0.24,0.14,0.24,2018
343,344,Gleison Bremer,BRA,DF,Torino,Serie A,21,1997,5,2,183,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,2018
344,345,Joshua Brenet,NED,DF,Hoffenheim,Bundesliga,24,1994,14,10,906,10.1,2,1,2,0,0,0,0,0.20,0.10,0.30,0.20,0.30,1.7,1.7,1.5,3.2,0.17,0.15,0.32,0.17,0.32,2018
345,346,Rajko Brežančić,SRB,DF,Huesca,La Liga,28,1989,1,0,67,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
346,347,Anthony Briançon,FRA,DF,Nîmes,Ligue 1,23,1994,33,33,"2,924",32.5,2,2,2,0,0,9,1,0.06,0.06,0.12,0.06,0.12,2.7,2.7,0.6,3.3,0.08,0.02,0.10,0.08,0.10,2018
347,348,Jimmy Briand,FRA,FW,Bordeaux,Ligue 1,32,1985,35,28,"2,495",27.7,7,3,6,1,1,1,0,0.25,0.11,0.36,0.22,0.32,7.4,6.6,2.6,9.2,0.27,0.09,0.36,0.24,0.33,2018
348,349,Nicolò Brighenti,ITA,DF,Frosinone,Serie A,28,1989,11,11,990,11.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.5,0.02,0.02,0.05,0.02,0.05,2018
349,350,Matteo Brighi,ITA,MF,Empoli,Serie A,37,1981,10,1,231,2.6,1,0,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,0.6,0.6,0.1,0.8,0.25,0.06,0.31,0.25,0.31,2018
350,351,Enrico Brignola,ITA,FW,Sassuolo,Serie A,19,1999,7,2,175,1.9,1,0,1,0,0,2,0,0.51,0.00,0.51,0.51,0.51,0.4,0.4,0.1,0.5,0.21,0.03,0.24,0.21,0.24,2018
351,352,Miguel Britos,URU,DF,Watford,Premier League,33,1985,3,2,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
352,353,David Brooks,WAL,MF,Bournemouth,Premier League,21,1997,30,29,"2,261",25.1,7,5,7,0,0,3,0,0.28,0.20,0.48,0.28,0.48,6.0,6.0,4.2,10.2,0.24,0.17,0.40,0.24,0.40,2018
353,354,John Brooks,USA,DF,Wolfsburg,Bundesliga,25,1993,29,29,"2,610",29.0,3,2,3,0,0,7,0,0.10,0.07,0.17,0.10,0.17,3.1,3.1,1.0,4.1,0.11,0.04,0.14,0.11,0.14,2018
354,355,Daniel Brosinski,GER,DF,Mainz 05,Bundesliga,30,1988,26,26,"2,203",24.5,3,5,0,3,3,2,0,0.12,0.20,0.33,0.00,0.20,2.9,0.6,4.4,5.1,0.12,0.18,0.30,0.03,0.21,2018
355,356,Marcelo Brozović,CRO,MF,Inter,Serie A,25,1992,32,31,"2,650",29.4,2,1,2,0,0,11,1,0.07,0.03,0.10,0.07,0.10,0.9,0.9,3.0,4.0,0.03,0.10,0.14,0.03,0.14,2018
356,357,Bruma,POR,MF,RB Leipzig,Bundesliga,23,1994,14,6,553,6.1,1,1,1,0,1,1,0,0.16,0.16,0.33,0.16,0.33,1.3,0.5,1.2,1.8,0.21,0.20,0.41,0.09,0.29,2018
357,358,Jeffrey Bruma,NED,DF,Schalke 04,Bundesliga,26,1991,9,7,624,6.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01,2018
358,359,Bruno,ESP,DF,Brighton,Premier League,37,1980,14,14,"1,131",12.6,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.0,0.0,0.3,0.3,0.00,0.02,0.03,0.00,0.03,2018
